mint_time,token,mint_amount_tokens,mint_to,datum_hash,atom_hash,validator_count,match_status,candidate_count,mint_amount_mcell_equivalent
2025-04-04T12:58:51,CELL,96356.0,Rj7J7MiX2bWy8sNyWpH97LG7zXHoqMLRtv9ttf9n5AvNqnPV5SrFsWaEQUSxwwuAqFJkTANy3zrG8i4V8BninGBtFoo5qt734HHehMjJ,0xB6F339B7C8C9681D0D51A88BE8A3900B92FB85A8741FC4D6212A88EE7D18E32B,0x1E8C7C3560ECB0BB3DEAF64880DE64ECBCD3A229039455AC4A555396DF50F617,6.0,unmatched,0,96.356
2025-08-13T13:48:12,CELL,89990.0,Rj7J7MiX2bWy8sNyaV5qTD54BQxajXNPjoFSpdBqerGzEbkAqwpy8F9VRxZFNMdRFFNc4sAYd5nThSMx5TzcPkiguwtV7E2kbz2yus1x,0xD73EBD542163F220B80128BF7512F18BBCAA8B88F19289CC2DA7110926EF916F,0xB4177F66FE683A2BC637B21AD252DB51E6858A96CE0358B0757D1724D3F2125E,7.0,unmatched,0,89.99
2025-02-10T09:15:19,CELL,88483.22432454297,Rj7J7MiX2bWy8sNyac4kEUqpyLRCdQoYZsnnciAVgAy9cqQYBfpizXfdVUGtiPaeGANBfTARFBKsmiCrMyzDiDx4ac5d458vNAaTVB7Y,0xBBE7C8EDEBE8E7F501C3F20172AE49FCF19BF1888455944C6B8862451AF97952,0x795717C5CE9EF0DDD6F1F6B1F451AED85484D46673A53997859CB8AD5ECE94DA,6.0,unmatched,0,88.48322432454297
2025-03-02T01:04:47,CELL,79911.51515001773,Rj7J7MiX2bWy8sNyZ7xwYBfQyysjFaHECjRmQiRfMryn7jwAyCG7ALgVVMjacYKAxNcEKP3tCvEdFJZMditiMEqZREfzjeeCkG1GL26i,0xE15156FB16D9059A4C49C2708C1CBACDA2ACBBA6545939757BC0AAA5538F95A9,0x6D15B526FD6290BF49C752D8C648BB6C0CA2FEABC1C0957EA0A2150F3FA135DF,6.0,unmatched,0,79.91151515001773
2025-03-09T03:55:04,CELL,71137.0,Rj7J7MiX2bWy8sNyZzSczn6k1pBjU5khFFvux7pFcP2zmotydGb6ZEmy4csMMnyfZiV5BpCPzZoRXhAQryf6WQJVmEka11yWhkShT5QU,0x37BF7C59D893CD5A7A65FB43F6F99BC1E0E0750329CC9AEC02F1F8999C78E880,0x072FE5759A37390169B2F968936B0852E1F0A86DFA8C566248A87E6D13A99DCB,8.0,unmatched,0,71.137
2024-12-05T00:00:27,CELL,64598.46416979112,Rj7J7MiX2bWy8sNyYpGJK3kueDUh9tWRgZoVXXjoY7ufdPkXZGEDZLjZ6f76LNSwB8gJCVG6kMuDizSbK5LeQDexSDwJNCd35fa1j5uh,0xC7F42C515C0AA7BC079A718BE25910E8B835B693D59B0074DF7FD9A85E5AB80B,0x1C3F0BA1C840B30424319ECD2D6E12121F53AB4F00F2476FD93CE8E6300AE42D,6.0,unmatched,0,64.59846416979111
2025-03-29T08:25:17,CELL,63964.08651313878,Rj7J7MiX2bWy8sNyWpH97LG7zXHoqMLRtv9ttf9n5AvNqnPV5SrFsWaEQUSxwwuAqFJkTANy3zrG8i4V8BninGBtFoo5qt734HHehMjJ,0xF41C711BFD2FC595CB2A34EEEA79B9F6123E7D8D324EE0DA2BA3AF79D24A3389,0x85C7A076E8B18AE53AF9F91C143E6FA6BFC7540CB8BD12154053D3D975F67FE4,7.0,unmatched,0,63.96408651313878
2025-05-16T22:40:26,CELL,59988.42,Rj7J7MiX2bWy8sNybLwWpQcvg3a2J5GKvthiKNAgmg21RBGjv3xUyb1WpL57KJviEqak78aC7VLkDD5RvajucmLqrseboYG3MkfFoCny,0x6389807E230530C7EFD09E9EE49BA56BEA414E9AAB9F5C937768FA49C4416502,0x3B9F5220DE7378175593CA2B9F379049E0EB8D6ADBBFC2C08B6A69ACF007D38A,7.0,unmatched,0,59.98842
2025-05-08T07:14:00,CELL,59988.34,Rj7J7MiX2bWy8sNybLwWpQcvg3a2J5GKvthiKNAgmg21RBGjv3xUyb1WpL57KJviEqak78aC7VLkDD5RvajucmLqrseboYG3MkfFoCny,0x2E1FF26F48523A32295C33D65F67E1E9A2F42B6A7CD2A2E2D9E04168BC12980E,0x86CD765CEEB8F0E25194E0E2D37793CC0644029BA73A3C7815A7A999A023AEAF,6.0,unmatched,0,59.988339999999994
2024-12-27T15:09:00,CELL,57752.75,Rj7J7MiX2bWy8sNyaypSmkykjUzrGWUmBTusoEwLYGQPnHP6baTA1VpttGexTaAgzUWQAgkTNrj94A5KhyDsg62F9J3BdktqH5muRzrd,0x4D48DE4D567E016B4BC48C9037533E67B4F6BA025ED369B628C78820ED6E3F7D,0x68157CC07459B881789FAB5B80AF3FADB1C32203E89854375121959E51EBB658,7.0,unmatched,0,57.75275
2025-07-31T16:59:54,CELL,53333.10466714716,Rj7J7MiX2bWy8sNyWpH97LG7zXHoqMLRtv9ttf9n5AvNqnPV5SrFsWaEQUSxwwuAqFJkTANy3zrG8i4V8BninGBtFoo5qt734HHehMjJ,0x30722AB7D9E970FED4563D8890526EAD77012F5D415646B81C0C65357EF621FB,0x5120D351929E03108E30199AE31CA15084308EC1E1FEBDB66B4ADEBAF15993DA,8.0,unmatched,0,53.33310466714716
2025-04-26T12:18:50,CELL,51500.0,Rj7J7MiX2bWy8sNyYDiAhH8se8ot8fJNQQeXMW7K3163D3bg7N5c4BHuzymaUyhbUkzfRgt5L2CddqpHUR2bjpqyfUiP78EVihrqov6u,0x7B3E8C5C0115194ED74231B8B3FE54CA3264E9B80BCC121FE34E2E6516915532,0x26B99A5B4B372F36D8800B79449C3FC40717124F4154E2F06CE7C858FFA84F59,7.0,unmatched,0,51.5
2025-01-19T17:30:55,CELL,50921.87,Rj7J7MiX2bWy8sNyYU6MqwQjhcRs732EAp6vzJX8y3utwA5qMaKnpdJV57Mh6fD1Xg2oLsJ8yeoNdgw2rgPPgKHFFvQYkK6EEHU2pXK8,0x12215823E6FD5C188C29DF65B71071420B4F84AE55CA242BD051E6D484C70222,0x6E585498AC723C9D53C34AEE66059CC20CA1D3B01589B05D9DD599E7AAECD74B,7.0,unmatched,0,50.921870000000006
2025-01-04T09:25:26,CELL,50570.75,Rj7J7MiX2bWy8sNyZK2CY4zBS1CK6BvS7S6KLC4bLJcAEn19eiMLCbMBuHQvvNG14ew1sW38qEzdNpb6z6TA97Ski3QesJt6Hm4Vs6gt,0x609956DACB35984BB24C539448BB027E7DEF34F916E47015E65C00439EF6DAFE,0x03EFD872F50D837082267337F901B2E580933DCC7D5BC658E8ACAA338F1F3AD9,6.0,unmatched,0,50.57075
2025-08-11T14:42:49,CELL,49990.0,Rj7J7MiX2bWy8sNyaV5qTD54BQxajXNPjoFSpdBqerGzEbkAqwpy8F9VRxZFNMdRFFNc4sAYd5nThSMx5TzcPkiguwtV7E2kbz2yus1x,0x07D89AF2B4122EFCC4D30A88D1716EE7B0FD8D02A0C06F47C5CA1151671F7F92,0xD59FDA90C3E10E94AEA4C16D383DD6E9E31FE3440EF1830C092EFD7423969EA1,7.0,unmatched,0,49.99
2025-07-06T12:29:30,CELL,49990.0,Rj7J7MiX2bWy8sNyXgsTocijR9FnRmxT2hEiF7UPNRmSQXphj13MUWBekQkdsxMyDWQLRSNngSm4vhazw3q3k9RFA3Qh4kj9Bm1zFSmu,0x9CF1AF613E77E0B5BE804810617FFF7EEF5B77CA48535427B8A4549DB268F240,0x71F01F19664CA0B6074BABEEAD92ED53BD925F5E7CE1AD77C0989777B8CC7D72,7.0,unmatched,0,49.99
2025-03-31T13:33:44,CELL,49988.6,Rj7J7MiX2bWy8sNybLwWpQcvg3a2J5GKvthiKNAgmg21RBGjv3xUyb1WpL57KJviEqak78aC7VLkDD5RvajucmLqrseboYG3MkfFoCny,0xE22CF7934123DA6017003FF510828CDF5D53327201F62BAB42F7F6790CE889BA,0xB522A7B4B46F4C7019F250D2193AAA42EC47FB4A684F446732352A00F30B74D8,6.0,unmatched,0,49.9886
2025-03-15T08:33:10,CELL,49988.56,Rj7J7MiX2bWy8sNybLwWpQcvg3a2J5GKvthiKNAgmg21RBGjv3xUyb1WpL57KJviEqak78aC7VLkDD5RvajucmLqrseboYG3MkfFoCny,0x593D2AD9D68C0DB6CC8E5DEC1A10BA6A9FDE28A05C90D61F4CBEA90F88CF7DF1,0xE5518D9174830146E627210A7DD089813C6D64561ACB575E8424883FF3CCDE43,6.0,unmatched,0,49.98856
2025-05-01T09:26:00,CELL,49988.38,Rj7J7MiX2bWy8sNybLwWpQcvg3a2J5GKvthiKNAgmg21RBGjv3xUyb1WpL57KJviEqak78aC7VLkDD5RvajucmLqrseboYG3MkfFoCny,0x9B32C27FBCED4BF0CA1F4BC59A80486C880D8281CC8D636F137D2F358209A5AC,0x11AFECE51B24F159EA6AD4F652F332CF90FB33E4402D43DE792078EDA13AA3AC,6.0,unmatched,0,49.98838
2025-05-26T08:35:45,CELL,44322.177626811324,Rj7J7MiX2bWy8sNyac4kEUqpyLRCdQoYZsnnciAVgAy9cqQYBfpizXfdVUGtiPaeGANBfTARFBKsmiCrMyzDiDx4ac5d458vNAaTVB7Y,0x835012E0776D5F8F548025C9A4B452A4F78D117059A2ABB33F0E4674897AFD4F,0x6817B555606DC911866F72FC66166440F16F351D139BD3BF01C24A0D5C44FA45,8.0,unmatched,0,44.322177626811325
2024-10-15T18:40:12,CELL,43840.3391975,Rj7J7MiX2bWy8sNyYtxiKgf4HYW1jrtZ2jkXoD8cM7Q7kYfqWF2cPhH8mjSNZMmYdCsWkUQxAYCzXwgaXizVybRSC1MSQKFwBQq7LYNE,0xDB456F0722432BB57F6506E436251132180C3BA462061C5055F61B45CDBD1756,0x9F932E8F9C8EDE5C183DD8F039DDE8DB339ACED31E0C1D032BC893D7B2C898D5,6.0,unmatched,0,43.8403391975
2025-05-12T13:57:49,CELL,40343.901338785145,Rj7J7MiX2bWy8sNyWvzTKWNysP3HBKZdp1yrTWoaW91pkvJkPoo1xFyqZExJZGFBa8rTdJAqyGTwxS19JJFZ8gQtg5JYp5c9cU32fYwj,0x0F54442BB0791175C3FD17D783CDDDD7F369785139844EDC39C23DF81705AF21,0x2A377B9B072B0C408B1329B02003F78E2AA91A14C35EE6AE68434A40FD724A88,7.0,unmatched,0,40.343901338785145
2025-07-02T17:29:25,CELL,39990.0,Rj7J7MiX2bWy8sNyaDumZJ9Gk6CZx1YPx4Mern4J2kbWuzeWkBnpoS1Mzxk4bBp1JDgMX2tg8rmmETetTrfPQAG7b2zfF5xfNVUQ3Zdn,0xE41E947F94693A74627F8A8CCC465650B2945F0FA4AFFD5C47EB2944C0A002EB,0x5239F99D2255754E966DBFC06451EC72B1C77CA41480897E0FC5F50F92F40569,6.0,unmatched,0,39.99
2025-01-04T09:14:28,CELL,39897.5,Rj7J7MiX2bWy8sNyZK2CY4zBS1CK6BvS7S6KLC4bLJcAEn19eiMLCbMBuHQvvNG14ew1sW38qEzdNpb6z6TA97Ski3QesJt6Hm4Vs6gt,0xE550C164A5545E7874B5DC8D3813EC596286AFD98DE65A13EC1A72CC36FBA889,0x0DF968EB0E1980672A590E13768FF68F5DA19A69BCE1D2E0FE0D3C2F5F559E57,7.0,unmatched,0,39.8975
2025-04-08T09:27:20,CELL,36472.0,Rj7J7MiX2bWy8sNyWpH97LG7zXHoqMLRtv9ttf9n5AvNqnPV5SrFsWaEQUSxwwuAqFJkTANy3zrG8i4V8BninGBtFoo5qt734HHehMjJ,0x9E284EE38AE63111D1140BCC80506C272D98661FC26DAD9B2A67E7421A0E6853,0xA8BE0D9882160B9773857D6818D302C56B4A9F2C70DEDFE489BEB5774D0BDBB1,7.0,unmatched,0,36.472
2024-11-07T21:15:27,CELL,35268.96159779117,Rj7J7MiX2bWy8sNyWzC8kk8ubSVZnXQvrBdTwjoWa2XXkk6NVTwfVmZ5TVG7QxxbKXXz3iPWUjw6zxLZ2qevsaA68wxiKhd14BQDg9kL,0xF9FDC4D44EE119C0F7F1A11A1AFF9DF5E80AFBFEC8ACE5A1E3CF578C2B2E94A8,0xAC1DE51C5A35866999FE3F8A63BB7D4A874537F13DA0BFC8290DBC03EDE9C7BE,6.0,unmatched,0,35.26896159779117
2025-04-07T09:57:54,CELL,34361.0,Rj7J7MiX2bWy8sNyZzSczn6k1pBjU5khFFvux7pFcP2zmotydGb6ZEmy4csMMnyfZiV5BpCPzZoRXhAQryf6WQJVmEka11yWhkShT5QU,0xC99D83B8BEB46305647F573C2F5AB200D3B21AC586BC5BA6029AB5F40258AC3A,0x62622AAC932EA65DF541A61C46B64460E99AFE923C124BD821C1AF6B8BC67DA4,6.0,unmatched,0,34.361
2024-12-26T11:42:28,CELL,32983.07185120222,Rj7J7MiX2bWy8sNyXtGvZZfhQLoBivmuWGBvK1xXmfZFbpaVVq7Ast1hhB2FGyq1DHqLCAYaEifMrYfTpKUyZAjRFiDM4bsk7qxPz47F,0xE6E6B20189606E800DD2031CC31B2054ADCF6CF7F685FAB76E043E9C4ED14563,0x20F191C34DA239A3FB8D16A7F6A518EA1A74BA54BDB69822B552B7FDA6CCD55A,7.0,unmatched,0,32.98307185120222
2024-11-15T23:02:25,CELL,31908.710453813226,Rj7J7MiX2bWy8sNyXDEEJn5XyW8SfN5DoUFMDTfNPU8TmKMrCTf2tmnqxCPqtdA7okdGjBNdLQfxqS3gWvybujR1vCm8n6rxcVDYFNm2,0xE4B5B5E65207CA9AD455100E4A4BC2E44CE68B4526144E87E7C5D77A6EFE27E7,0x59BD29A4BAF278DC7667D78D448ADE5D3C95B49F73D8872D777896CDBAA2CA3C,8.0,unmatched,0,31.908710453813224
2025-04-09T11:35:19,CELL,31480.776010330876,Rj7J7MiX2bWy8sNyWhHARQ87FY53ZFu5TYpEbQWYw7oxj6SJiNPri3sXkkdp2n4psr2FTrE8trmzF4PM2nsya91TKS1KHWoQ3qkZpbEb,0xB86F6BB1A2E71253ACE6A54CB01FBFF01B1B0F5695347CE8BBB1950C0649A66D,0x265C20D828443BCEEB03D0EBE3EA555800BC074E55D5D734E8543366CEF2862A,7.0,unmatched,0,31.480776010330874
2024-12-26T17:09:27,CELL,30811.84759037054,Rj7J7MiX2bWy8sNya2AqZWcyaf9K8yvfGEAoGrEeEczbcHhKtPjsyDNYJPqtTxHB9cAvodFW4xi8B9YR95eMwQU1qJHhBJXovcwmXVMe,0xB6A767D6F48CDA291DD532184A21C46AE1CCFB4273A84659F22746C836B69E96,0xCBC49A98F2373AC0AEC0B7672F995191BB0E36206F3CDB7B433C0AF24F5405C9,8.0,unmatched,0,30.81184759037054
2024-11-04T00:04:35,CELL,28575.6725075,Rj7J7MiX2bWy8sNyYGgPafZJwNLapXVSmLGM5ZqCy7qwiCmAf2uq2mHFGJRf6Fj5WrKC1pirafv3AUjUtsbSWp7R7SsS2V1rMhQZTytj,0xE7ECD234B9D060F28C48A576FA0360C362B42C2D897868862D9CE6628F8322BF,0xD1DF3A6ED8528B2972F6090ACE995AF7A1EBBD9CFC527CC6852A7E9387F065B8,6.0,unmatched,0,28.5756725075
2025-02-10T09:13:44,CELL,27571.333336424843,Rj7J7MiX2bWy8sNyac4kEUqpyLRCdQoYZsnnciAVgAy9cqQYBfpizXfdVUGtiPaeGANBfTARFBKsmiCrMyzDiDx4ac5d458vNAaTVB7Y,0xAA9E13FE55BE1D8E91825035BBC0A0FFA29C61F01AFED4B57A752836A6F6B1E5,0xADC97A3C0E42090632CEF04AFFAFB449E5B5BB1E1A26D7B537824715E7181A1A,7.0,unmatched,0,27.571333336424843
2025-02-10T09:10:38,CELL,25138.131302595277,Rj7J7MiX2bWy8sNyac4kEUqpyLRCdQoYZsnnciAVgAy9cqQYBfpizXfdVUGtiPaeGANBfTARFBKsmiCrMyzDiDx4ac5d458vNAaTVB7Y,0x3169EED0684CB8DB5CE60DA5F0F61556906DAF2BD996C69B290B316EACD4EF4E,0x6D99A4DE2247C03946F3C4B2FFBC54EBBCFF2C29B49C3C8F9FA10BC8106F12D8,6.0,unmatched,0,25.138131302595276
2025-02-03T08:18:49,CELL,24906.053436285885,Rj7J7MiX2bWy8sNyac4kEUqpyLRCdQoYZsnnciAVgAy9cqQYBfpizXfdVUGtiPaeGANBfTARFBKsmiCrMyzDiDx4ac5d458vNAaTVB7Y,0x325E3352EF68C349B084D1C7C931E8AD382AF2A59DD878EA2681E7DB64FE19C2,0xBD52FACA9E81581CF6866E27669F9DC680489994011CB9BC0CE8443194576023,6.0,unmatched,0,24.906053436285884
2025-04-29T00:45:50,CELL,23171.699879650627,Rj7J7MiX2bWy8sNyX4BhgjWTrVz98ANo4VhktfhDtBwhQFXjmh9fctPEoZVhaDSSGLGwbnnnhZs8roa8D24wAwUcfUcrHsYvJWbkXimm,0x7432890690EE721B31176EBC508A6A9B52B7D6E0A4A7626D4227CF474D248BE4,0xE18451B08987FC636A07BC7C87D1874E085F73762F8EBEB14C00E31790FB2E75,6.0,unmatched,0,23.171699879650628
2025-04-11T19:12:52,CELL,22670.0,Rj7J7MiX2bWy8sNyZzSczn6k1pBjU5khFFvux7pFcP2zmotydGb6ZEmy4csMMnyfZiV5BpCPzZoRXhAQryf6WQJVmEka11yWhkShT5QU,0xA593DEBB22C0BE3881ED89E5A220B37DDC02BD6247949F720888DA0AC5F0F11F,0xB95A164F52E3E010AAE590B6F237F64AE4F7BB89C8B84A1A5DB87B9841E6AC2D,6.0,unmatched,0,22.67
2025-04-02T08:43:46,CELL,22184.388912932412,Rj7J7MiX2bWy8sNyWpH97LG7zXHoqMLRtv9ttf9n5AvNqnPV5SrFsWaEQUSxwwuAqFJkTANy3zrG8i4V8BninGBtFoo5qt734HHehMjJ,0x0505CE806AB15381C60C06CCC4C509AF8323B7F0D86843FDD2D7D9812E6D88A0,0x6CA8F8AA1087E2085B57A0ABE9DCB20CB5F13581F62283C386917FFF4193EADE,6.0,unmatched,0,22.184388912932413
2024-12-18T11:51:23,CELL,20893.279625,Rj7J7MiX2bWy8sNyYDiAhH8se8ot8fJNQQeXMW7K3163D3bg7N5c4BHuzymaUyhbUkzfRgt5L2CddqpHUR2bjpqyfUiP78EVihrqov6u,0x45C017C9AF7789B4DB40889CD38E2AF004B003D7B71704B03A583569C1B45544,0x3B988C64555799A8E6859EEF6D0364A7B62D16DE3AA76B9C0C09047110609E18,7.0,unmatched,0,20.893279624999998
